study_ID,Title,Author,Publication Title,Abstract Note,Publication Year,DOI
HARPER_2020_ASS,Assessing the impact of the threatened crucian carp (Carassius carassius) on pond invertebrate diversity: A comparison of conventional and molecular tools,"Harper, Lynsey R.; Lawson Handley, Lori; Sayer, Carl D.; Read, Daniel S.; Benucci, Marco; Blackman, Rosetta C.; Hill, Matthew J.; Hanfling, Bernd",MOLECULAR ECOLOGY,"Fishes stocked for recreation and angling can damage freshwater habitats and negatively impact biodiversity. The pond-associated crucian carp (Carassius carassius) is rare across Europe and is stocked for conservation management in England, but its impacts on pond biota are understudied. Freshwater invertebrates contribute substantially to aquatic biodiversity, encompassing many rare and endemic species, but their small size and high abundance complicate their assessment. Practitioners have employed sweep-netting and kick-sampling with microscopy (morphotaxonomy), but specimen size/quality and experience can bias identification. DNA and environmental DNA (eDNA) metabarcoding offer alternative means of invertebrate assessment. We compared invertebrate diversity in ponds (N = 18) with and without crucian carp using morphotaxonomic identification, DNA metabarcoding and eDNA metabarcoding. Five 2L water samples and 3min sweep-net samples were collected at each pond. Inventories produced by morphotaxonomic identification of netted samples, DNA metabarcoding of bulk tissue samples and eDNA metabarcoding of water samples were compared. Alpha diversity was greatest with DNA or eDNA metabarcoding, depending on whether standard or unbiased methods were considered. DNA metabarcoding reflected morphotaxonomic identification, whereas eDNA metabarcoding produced markedly different communities. These complementary tools should be combined for comprehensive invertebrate assessment. Crucian carp presence minimally reduced alpha diversity in ponds, but positively influenced beta diversity through taxon turnover (i.e., ponds with crucian carp contained different invertebrates to fishless ponds). Crucian carp presence contributes to landscape-scale invertebrate diversity, supporting continued conservation management in England. Our results show that molecular tools can enhance freshwater invertebrate assessment and facilitate development of more accurate and ecologically effective pond management strategies.",2020,10.1111/mec.15670
PORT_2016_ASS,Assessing vertebrate biodiversity in a kelp forest ecosystem using environmental DNA,"Port, Jesse A.; O'Donnell, James L.; Romero-Maraccini, Ofelia C.; Leary, Paul R.; Litvin, Steven Y.; Nickols, Kerry J.; Yamahara, Kevan M.; Kelly, Ryan P.",MOLECULAR ECOLOGY,"Preserving biodiversity is a global challenge requiring data on species' distribution and abundance over large geographic and temporal scales. However, traditional methods to survey mobile species' distribution and abundance in marine environments are often inefficient, environmentally destructive, or resource-intensive. Metabarcoding of environmental DNA (eDNA) offers a new means to assess biodiversity and on much larger scales, but adoption of this approach for surveying whole animal communities in large, dynamic aquatic systems has been slowed by significant unknowns surrounding error rates of detection and relevant spatial resolution of eDNA surveys. Here, we report the results of a 2.5km eDNA transect surveying the vertebrate fauna present along a gradation of diverse marine habitats associated with a kelp forest ecosystem. Using PCR primers that target the mitochondrial 12S rRNA gene of marine fishes and mammals, we generated eDNA sequence data and compared it to simultaneous visual dive surveys. We find spatial concordance between individual species' eDNA and visual survey trends, and that eDNA is able to distinguish vertebrate community assemblages from habitats separated by as little as similar to 60m. eDNA reliably detected vertebrates with low false-negative error rates (1/12 taxa) when compared to the surveys, and revealed cryptic species known to occupy the habitats but overlooked by visual methods. This study also presents an explicit accounting of false negatives and positives in metabarcoding data, which illustrate the influence of gene marker selection, replication, contamination, biases impacting eDNA count data and ecology of target species on eDNA detection rates in an open ecosystem.",2016,10.1111/mec.13481
GAO_2018_BIO,Bioassessment of a Drinking Water Reservoir Using Plankton: High Throughput Sequencing vs. Traditional Morphological Method,"Gao, Wanli; Chen, Zhaojin; Li, Yuying; Pan, Yangdong; Zhu, Jingya; Guo, Shijun; Hu, Lanqun; Huang, Jin",WATER,"Drinking water safety is increasingly perceived as one of the top global environmental issues. Plankton has been commonly used as a bioindicator for water quality in lakes and reservoirs. Recently, DNA sequencing technology has been applied to bioassessment. In this study, we compared the effectiveness of the 16S and 18S rRNA high throughput sequencing method (HTS) and the traditional optical microscopy method (TOM) in the bioassessment of drinking water quality. Five stations reflecting different habitats and hydrological conditions in Danjiangkou Reservoir, one of the largest drinking water reservoirs in Asia, were sampled May 2016. Non-metric multi-dimensional scaling (NMDS) analysis showed that plankton assemblages varied among the stations and the spatial patterns revealed by the two methods were consistent. The correlation between TOM and HTS in a symmetric Procrustes analysis was 0.61, revealing overall good concordance between the two methods. Procrustes analysis also showed that site-specific differences between the two methods varied among the stations. Station Heijizui (H), a site heavily influenced by two tributaries, had the largest difference while station Qushou (Q), a confluence site close to the outlet dam, had the smallest difference between the two methods. Our results show that DNA sequencing has the potential to provide consistent identification of taxa, and reliable bioassessment in a long-term biomonitoring and assessment program for drinking water reservoirs.",2018,10.3390/w10010082
CAREW_2018_CAN,Can high-throughput sequencing detect macroinvertebrate diversity for routine monitoring of an urban river?,"Carew, Melissa E.; Kellar, Claudette R.; Pettigrove, Vincent J.; Hoffmann, Ary A.",ECOLOGICAL INDICATORS,"Macroinvertebrate families identified through morphological examination have traditionally been used in routine assessment of freshwater ecosystems. However, high throughput DNA sequencing (HTS) promises to improve routine assessment by providing rapid and cost-effective identification of macroinvertebrate species. In freshwater ecosystems in urbanised areas where family diversity is often low, new insights into ecosystem condition and impacting factors are likely through species-level assessments. Here we compare morphological identification to HTS based identification of macroinvertebrate families by considering 12 sites in an urban river system. Some taxa detected morphologically were not detected by HTS and vice versa. However, this had only a small impact on computed family-level metrics of ecological condition. We detected multiple species using HTS in the Chironomidae, Coenagrionidae, Hydrobiidae, Leptoceridae, Ceratopogonidae, Corixidae, Veliidae, Oligochaeta and Acarina. The highest species diversity was found in the Chironomidae, and for many of these species we had prior knowledge of their likely pollution sensitivity. In the Chironomidae, we showed that species level data was congruent with expectations based on measured levels of pollutants at sites and other family level metrics. Importantly, we also identified many species in the same family that differed in their distribution and likely pollution sensitivity in this urban river system. Therefore, HTS provided similar levels of information to traditional methods at the family level, but also generated new information for more accurate condition monitoring at the species level.",2018,10.1016/j.ecolind.2017.11.002
HAJIBABAEI_2019_COI,COI metabarcoding primer choice affects richness and recovery of indicator taxa in freshwater systems,"Hajibabaei, Mehrdad; Porter, Teresita M.; Wright, Michael; Rudar, Josip",PLOS ONE,"Mixed community or environmental DNA marker gene sequencing has become a commonly used technique for biodiversity analyses in freshwater systems. Many cytochrome c oxidase subunit I (COI) primer sets are now available for such work. The purpose of this study is to test whether COI primer choice affects the recovery of arthropod richness, beta diversity, and recovery of target assemblages in the benthos kick-net samples typically used in freshwater biomonitoring. We examine six commonly used COI primer sets on samples collected from six freshwater sites. Biodiversity analyses show that richness is sensitive to primer choice and the combined use of multiple COI amplicons recovers higher richness. Thus, to recover maximum richness, multiple primer sets should be used with COI metabarcoding. In ordination analyses based on community dissimilarity, samples consistently cluster by site regardless of amplicon choice or PCR replicate. Thus, for broadscale community analyses, overall beta diversity patterns are robust to COI marker choice. Recovery of traditional freshwater bioindicator assemblages such as Ephemeroptera, Trichoptera, Plectoptera, and Chironomidae as well as Arthropoda site indicators were differentially detected by each amplicon tested. This work will help future biodiversity and biomonitoring studies develop not just standardized, but optimized workflows that either maximize taxon-detection or the selection of amplicons for water quality or Arthropoda site indicators.",2019,10.1371/journal.pone.0220953
NAKAGAWA_2018_COM,Comparing local- and regional-scale estimations of the diversity of stream fish using eDNA metabarcoding and conventional observation methods,"Nakagawa, Hikaru; Yamamoto, Satoshi; Sato, Yukuto; Sado, Tetsuya; Minamoto, Toshifumi; Miya, Masaki",FRESHWATER BIOLOGY,"1. We present a performance evaluation of environmental DNA (eDNA) metabarcoding with MiFish-U/E primers to investigate local and regional diversities of stream fish species to examine potential effectiveness, limits and future remedies of this technique in large-scale monitoring. We hypothesised that eDNA inferences are more consistent with fish assemblages observed upstream than downstream due to a directional flow of river water. 2. River water was sampled at 102 sites in 51 rivers around Lake Biwa in the central part of Honshu Island, Japan, within 10 person-days, and fish species compositions inferred from eDNA and existing observational data were compared. Observation sites were chosen from the observational data that were within a certain distance (buffer range) of a water-sampling site along a river trajectory. The hypothesis of the detection bias of eDNA towards upstream assemblage was tested by comparing results with all of the observational data, data from a higher elevation and data from a lower elevation. The Jaccard dissimilarity index was plotted between the observational data and the eDNA estimates against the buffer range; the buffer range with minimum dissimilarity was chosen. 3. When using existing observational data from within 6 km upstream of the eDNA sampling sites, the eDNA results were the most consistent with the observational data and inferred 86.4% of the species reported (38/44), as well as two additional species. eDNA results also showed patterns consistent with known upstream-downstream turnover of related species and biogeographical assemblage patterns of certain species. 4. Our 10-person-days survey using the metabarcoding technique enabled us to obtain as much regional fish diversity data including the hypothesised pattern of eDNA detection with an upstream bias as the accumulated observational data obtained through greater amounts of time, money and labour. The problems regarding false-positive/negative detection were suggested in our survey; however, these should be decreased or removed by modifying the sampling methods and experimental procedures in future works. Therefore, we concluded this new tool to enable monitoring that has never been implemented, such as cross-nation, and even whole-Earth monitoring with the data at yearly, seasonal or finer temporal scales.",2018,10.1111/fwb.13094
SERRANA_2019_COM,Comparison of DNA metabarcoding and morphological identification for stream macroinvertebrate biodiversity assessment and monitoring,"Serrana, Joeselle M.; Miyake, Yo; Gamboa, Maribet; Watanabe, Kozo",ECOLOGICAL INDICATORS,"Conventional morphology-based identification is commonly used for routine assessment of freshwater ecosystems. However, cost and time efficient techniques such as high-throughput sequencing (HTS) based approaches may resolve the constraints encountered in conducting morphology-based surveys. Here, we characterized stream macroinvertebrate species diversity and community composition via metabarcoding and morphological analysis from environmental samples collected from the Shigenobu River Basin in Ehime Prefecture, Japan. We compared diversity metrics and assessed both approaches' ability to evaluate the relationship between macroinvertebrate community and environmental variables. In total, we morphologically identified 45 taxa (3 families, six subfamilies, 31 genera, and five species) from 8,276 collected individuals from ten study sites. We detected 44 species by metabarcoding, with 35 species collapsed into 11 groups matching the morphologically identified taxa. A significant positive correlation between logged depth (number of HTS reads) and abundance of morphological taxa was observed, which implied that quantitative data could be used for subsequent analyses. We recovered a considerably high rate of relative abundance detection of the morphologically identified samples. Recovery of samples by incidence or presence/absence count were considerably low, with a high rate of false-negative detection specifically for species with scarce representation in the community sample. Given the low taxonomic resolution of the morphological assignment in this study, we report that metabarcoding does not reflect the majority of the species naturally occurring in our site, which could further be proven by performing refined morphological assessment of the samples. However, abundance-based detection proved to be efficient with 92% of the individuals correctly demonstrated. We conclude that DNA metabarcoding provides a practical and cost-effective approach especially for rapid biological monitoring of freshwater macroinvertebrate communities, but further improvements in the detection of scarce samples should be considered to increase the sensitivity of detecting most, if not all, of the species present in the environment.",2019,10.1016/j.ecolind.2019.02.008
SHAW_2016_COM,Comparison of environmental DNA metabarcoding and conventional fish survey methods in a river system,"Shaw, Jennifer L. A.; Clarke, Laurence J.; Wedderburn, Scotte D.; Barnes, Thomas C.; Weyrich, Laura S.; Cooper, Alan",BIOLOGICAL CONSERVATION,"Regular biological surveys are essential for informed management of freshwater ecosystems. However, current morphology-based biodiversity surveys can be invasive, time-consuming, and financially expensive. Recently, environmental DNA (eDNA) sequencing has been suggested as an alternative non-invasive, time- and cost-effective biological survey tool. However, eDNA sequencing tools require experimental validation in natural ecosystems before confidence in their use can be assumed. In this study, we compare fish community data obtained via eDNA metabarcoding to that of conventional fyke netting within two complex and drought-prone river systems. We also compare different eDNA sampling strategies and genetic markers for detecting rare and threatened fish species. We were able to detect 100% of the fyke net caught-species from eDNA when appropriate sampling strategies were used, including threatened and invasive species. Specifically, we found that two 1 L water samples per site were insufficient for detecting less abundant taxa; however, five 1 L samples per site enabled a 100% detection rate. Further, sampling eDNA from the water column appeared to be more effective for detecting fish communities than eDNA from sediments. However, on a per site basis, community discrepancies existed between the two methods, highlighting the benefits and limitations of both approaches. We demonstrate that careful interpretation of eDNA data is crucial as bioinformatic identification of sequences, without logical inference or local knowledge, can lead to erroneous conclusions. We discuss these discrepancies and provide recommendations for fish eDNA metabarcoding surveys. (C) 2016 Elsevier Ltd. All rights reserved.",2016,10.1016/j.biocon.2016.03.010
KIM_2019_COM,"Comparison of Water Sampling between Environmental DNA Metabarcoding and Conventional Microscopic Identification: A Case Study in Gwangyang Bay, South Korea","Kim, Dong-Kyun; Park, Kiyun; Jo, Hyunbin; Kwak, Ihn-Sil",APPLIED SCIENCES-BASEL,"Our study focuses on methodological comparison of plankton community composition in relation to ecological monitoring and assessment with data sampling. Recently, along with the advancement of monitoring techniques, metabarcoding has been widely used in the context of environmental DNA (eDNA). We examine the applicability of eDNA metabarcoding for effective monitoring and assessment of community composition, compared with conventional observation using microscopic identification in a coastal ecosystem, Gwangynag Bay in South Korea. Our analysis is based primarily on two surveys at a total of 15 study sites in early and late summer (June and September) of the year 2018. The results of our study demonstrate the similarity and dissimilarity of biological communities in composition, richness and diversity between eDNA metabarcoding and conventional microscopic identification. It is found that, overall, eDNA metabarcoding appears to provide a wider variety of species composition, while conventional microscopic identification depicts more distinct plankton communities in sites. Finally, we suggest that eDNA metabarcoding is a practically useful method and can be potentially considered as a valuable alternative for biological monitoring and diversity assessments.",2019,10.3390/app9163272
CASTANEDA_2020_DET,Detecting Native Freshwater Fishes Using Novel Non-invasive Methods,"Castaneda, Rowshyra A.; Van Nynatten, Alexander; Crookes, Steven; Ellender, Bruce R.; Heath, Daniel D.; MacIsaac, Hugh J.; Mandrak, Nicholas E.; Weyl, Olaf L. F.",FRONTIERS IN ENVIRONMENTAL SCIENCE,"Improving the ability to detect and quantify rare freshwater fishes in remote locations is of growing conservation concern, as the distributions of many native fishes are contracting to such locations where there are reduced anthropogenic and invasive species pressures. However, conventional sampling methods, e.g., backpack electrofishing and seines, tend to be heavy and bulky, thereby making them difficult to transport into remote areas with no road access. These conventional sampling methods also require physical handling of fishes, which may cause stress, harm, and mortality-all undesirable side effects for rare fishes. Thus, visual observation methods, such as underwater camera and snorkel surveys, and environmental DNA (eDNA), that are easily transportable and do not require physical handling of fishes, are being more frequently used in freshwater ecosystems. However, there have been few studies on the relative effectiveness of these three methods for detecting and quantifying freshwater fishes. In this study, the species-specific detection probabilities between the three methods, and abundance estimates derived from the visual observation methods were compared, and their utility for sampling rare fishes in remote locations in South Africa was evaluated. Underwater cameras and snorkel surveys detected slightly different species within a fish community. For the redfins, the detection probability using underwater cameras (0.96, SD = 0.03) was highest, followed by snorkel surveys (0.93, SD = 0.05), and eDNA (0.70, SD = 0.21). The visual observation methods were positively correlated with pool length, while eDNA was negatively correlated with turbidity. For Cape Kurper, the detection probability using underwater cameras (0.75, SD = 0.15) was highest, followed by snorkel surveys (0.68, SD = 0.16), and eDNA (0.64, SD = 0.19); all three methods were negatively affected by water turbidity. It is recommended that decisions on which sampling method to use in remote locations should depend on whether the study requires population- or community-level information, spatial scale required, and resource availability, as each method has its own strengths and weaknesses. Generally, eDNA is the most expensive method and requires specialized facilities and equipment, while underwater cameras require video analyses that are more time consuming to analyze than snorkel surveys.",2020,10.3389/fenvs.2020.00029
THOMSEN_2012_DET,Detection of a Diverse Marine Fish Fauna Using Environmental DNA from Seawater Samples,"Thomsen, Philip Francis; Kielgast, Jos; Iversen, Lars Lonsmann; Moller, Peter Rask; Rasmussen, Morten; Willerslev, Eske",PLOS ONE,"Marine ecosystems worldwide are under threat with many fish species and populations suffering from human over-exploitation. This is greatly impacting global biodiversity, economy and human health. Intriguingly, marine fish are largely surveyed using selective and invasive methods, which are mostly limited to commercial species, and restricted to particular areas with favourable conditions. Furthermore, misidentification of species represents a major problem. Here, we investigate the potential of using metabarcoding of environmental DNA (eDNA) obtained directly from seawater samples to account for marine fish biodiversity. This eDNA approach has recently been used successfully in freshwater environments, but never in marine settings. We isolate eDNA from 1/2-litre seawater samples collected in a temperate marine ecosystem in Denmark. Using next-generation DNA sequencing of PCR amplicons, we obtain eDNA from 15 different fish species, including both important consumption species, as well as species rarely or never recorded by conventional monitoring. We also detect eDNA from a rare vagrant species in the area; European pilchard (Sardina pilchardus). Additionally, we detect four bird species. Records in national databases confirmed the occurrence of all detected species. To investigate the efficiency of the eDNA approach, we compared its performance with 9 methods conventionally used in marine fish surveys. Promisingly, eDNA covered the fish diversity better than or equal to any of the applied conventional methods. Our study demonstrates that even small samples of seawater contain eDNA from a wide range of local fish species. Finally, in order to examine the potential dispersal of eDNA in oceans, we performed an experiment addressing eDNA degradation in seawater, which shows that even small (100-bp) eDNA fragments degrades beyond detectability within days. Although further studies are needed to validate the eDNA approach in varying environmental conditions, our findings provide a strong proof-of-concept with great perspectives for future monitoring of marine biodiversity and resources.",2012,10.1371/journal.pone.0041732
